product_id,active,name,category,price,on_sale,discount_amount,discount_percent,manufacturer,scale,height,hero,theme,series,material,packaging,accessories,range_of_motion,type,code,description,image_urls,dimensions
305,1,Figurka One Piece POP! - Luffy in Kimono,14,72.00,0,,,"Funko
",,"9
 cm",Luffy,Anime / Manga,POP! Anime,,"Pudełko z okienkiem
",,"Statyczna (brak punktów ruchu)
",Figurka POP!,FK54460,"Funko POP! Vinyl Luffy in Kimono dla kolekcjonera i fana anime / mangi
Urocza mini figurka Luffy in Kimono z kolekcji POP! Vinyl prosto od cenionego producenta Funko. Wzorowana jest bezpośrednio na postaci z serii anime One Piece i wykonana została na pełnej licencji marki. Stanowi wspaniałą pozycję dla kolekcjonera, jak i fana produkcji.
Czy chcesz podarować fanowi doskonały prezent, czy też jesteś sam ogromnym POP maniakiem i masz ochotę rozbudować swoją kolekcję, oto figurka funko która z pewnością przypadnie do gustu każdemu. 
Cechy charakterystyczne Figurki Funko POP!
Funko to prawdziwy fenomen ostatnich lat, który szturmem podbił serca fanów na całym świecie. Stworzone przez pasjonatów i z myślą o każdym geeku popkultury, czy to tego łaknącego nowości czy też pasjonującego się retro produkcjami. Producent wyszedł z założenia by każdemu dostarczyć wysokiej jakości i w przystępnej cenie produkt kolekcjonerski który będzie mógł sobie postawić na półce. I tak właśnie powstały POPy.
Jest to bez wątpienia nie tylko świetna pozycja dla kolekcjonerów, ale także dla dzieci do zabawy, czy i dorosłej osoby która chciałaby mieć postać znaną z lat dzieciństwa. W kolekcji POP Vinyl odnajdziemy dosłownie setki pozycji, pochodzących z najróżniejszej tematyki. Od klasyki kina, przez nowe gry video, aż po gwiazdach muzyki skończywszy. Jednym słowem każdy tu znajdzie coś dla siebie.
Sama Figurka POP! charakteryzuje się wysokością około 9 cm, oraz jest statyczna, czyli nie posiada żadnych elementów ruchomych. Jedynie w tym przypadku główka jest obracana. A wspomniana głowa to właśnie jeden z głównych elementów którymi się charakteryzują tzw. POPy. Zawsze większe od ciała, niczym napompowane i posiadające równie wielkie oczy, co nadaje im ogromnego uroku. Być może dlatego tak wielu ludzi nie jest w stanie się im oprzeć.
Ona sama jest pakowana w bardzo gustowne tekturowe pudełeczko z okienkiem, dzięki czemu postać możemy trzymać zarówno wewnątrz, czy też na tle pudełka, a w każdym przypadku będzie się prezentować atrakcyjnie. Co więcej, producent niemal w każdej kolekcji wydaje kilka różnych postaci, dzięki czemu możemy sobie zebrać wspaniałą grupę bohaterów znanych z danego uniwersum. A następnie je dumnie prezentować na półce, czy też biurku.","img_205914_6bae4824d48f9ceb53f5cc059629171f_1.jpg,",
306,1,Brelok Marvel: Agatha POP! - Agatha Harkness,14,30.51,1,3.39,10,"Funko
",,"4
 cm",Agatha Harkness,Marvel,POP! Pocket Keychain,"Vinyl
","Pudełko z okienkiem
","Brak
","Statyczna (brak punktów ruchu)
",Brelok do kluczy,889698757072,"Brelok do kluczy w postaci uroczej mini figurki POP! Agatha Harkness. Wzorowany na postaci z serialu To zawsze Agatha i został wykonany przez producenta Funko.
Figurka mierzy około 4 cm wysokości i posiada ze sobą łańcuszek. Całość została zapakowana w estetyczne pudełko z okienkiem, ozdobione grafiką nawiązującą do produkcji.","1_0wp3-nv.webp,",
307,1,Figurka Marvel Comics POP! - Wolverine 10 cm,14,72.00,0,,,"Funko
",,"10
 cm",,Marvel,,,"Pudełko z okienkiem
",,,,FK2277,"Urocza mini figurka wzorowana na komiksach Marvel. Figurka Wolverine mierzy około 10 cm wysokości i pochodzi z popularnej serii figurek POP! Vinyl Bobble-Head od producenta Funko.
Figurki POP! Vinyl Bobble-Head charakteryzują się głównie swoją wielką głową, która posiada również funkcję obrotu. Pakowane są w estetyczne pudełko z okienkiem.
Jest to z pewnością wspaniały drobny gadżet jako prezent dla wielbiciela danej tematyki, jak i również świetna pozycja dla kolekcjonerów tych uroczych mini figurek. W kolekcji figurek POP! Vinyl można odnaleźć masę różnych postaci z filmów, gier i komiksów.","xFK2277.jpg,",
308,1,Figurka Naruto Shippuden POP! - Kurama 15 cm,14,107.90,0,,,"Funko
",,"15
 cm",,Anime / Manga,POP! Anime,"Vinyl
","Pudełko z okienkiem
","Brak
","Statyczna (brak punktów ruchu)
",Figurka POP!,849803063689,"Urocza mini figurka wzorowana na anime Naruto Shippuden. Figurka Kurama mierzy około 15 cm wysokości i pochodzi z popularnej serii figurek POP! od producenta Funko.
Figurki POP! charakteryzują się głównie swoją wielką głową. Pakowane są w estetyczne pudełko z okienkiem.
Jest to z pewnością wspaniały drobny gadżet jako prezent dla wielbiciela danej tematyki, jak i również świetna pozycja dla kolekcjonerów tych uroczych mini figurek. W kolekcji figurek POP! można odnaleźć wiele innych postaci zarówno z filmów, gier, czy komiksów.","kurama.jpg,",
309,1,Figurka Harry Potter POP! - Mad-Eye Moody,14,72.00,0,,,"Funko
",,"9
 cm",,Harry Potter / Fantastyczne Zwierzęta,POP! Harry Potter,,"Pudełko z okienkiem
",,"Statyczna (brak punktów ruchu)
",Figurka POP!,FK10990,"Urocza mini figurka wzorowana na filmach Harry Potter. Figurka Mad-Eye Moody mierzy około 9 cm wysokości i pochodzi z popularnej serii figurek POP! od producenta Funko.
Figurki POP! charakteryzują się głównie swoją powiększoną głową. Pakowana jest w estetyczne pudełko z okienkiem.
Jest to z pewnością wspaniały drobny gadżet jako prezent dla wielbiciela danej tematyki, jak i również świetna pozycja dla kolekcjonerów tych uroczych mini figurek. W kolekcji figurek POP! można odnaleźć masę różnych postaci z filmów, gier i komiksów.","fk10990.jpg,",
310,1,Figurka Stranger Things POP! - Dustin,14,72.00,0,,,"Funko
",,"9
 cm",,Stranger Things,POP! TV Series,,"Pudełko z okienkiem
","Brak
","Statyczna (brak punktów ruchu)
",Figurka POP!,FK13323,"Urocza mini figurka wzorowana na serialu TV - Stranger Things. Figurka Dustin mierzy około 9 cm wysokości i pochodzi z popularnej serii figurek POP! od producenta Funko.
Figurki POP! charakteryzują się głównie swoją wielką głową, która posiada również funkcję obrotu. Pakowane są w estetyczne pudełko z okienkiem.
Jest to z pewnością wspaniały drobny gadżet jako prezent dla wielbiciela danej tematyki, jak i również świetna pozycja dla kolekcjonerów tych uroczych mini figurek. W kolekcji figurek POP! można odnaleźć masę różnych postaci z filmów, gier i komiksów.","x_fk13323.jpg,",
311,1,Figurka Harry Potter POP! - Ginny Weasley,14,72.00,0,,,"Funko
",,"9
 cm",,Harry Potter / Fantastyczne Zwierzęta,,,"Pudełko z okienkiem
",,"Statyczna (brak punktów ruchu)
",,FK14942,"Urocza mini figurka wzorowana na filmach Harry Potter. Figurka Ginny Weasley mierzy około 9 cm wysokości i pochodzi z popularnej serii figurek POP! od producenta Funko.
Figurki POP! charakteryzują się głównie swoją powiększoną głową. Pakowana jest w estetyczne pudełko z okienkiem.
Jest to z pewnością wspaniały drobny gadżet jako prezent dla wielbiciela danej tematyki, jak i również świetna pozycja dla kolekcjonerów tych uroczych mini figurek. W kolekcji figurek POP! można odnaleźć masę różnych postaci z filmów, gier i komiksów.","x_fk14942.jpg,",
312,1,Figurka Harry Potter POP! - Hermione Granger (Herbology),14,72.00,0,,,"Funko
",,"9
 cm",Hermiona Granger,Harry Potter / Fantastyczne Zwierzęta,POP! Harry Potter,,"Pudełko z okienkiem
",,"Statyczna (brak punktów ruchu)
",Figurka POP!,FK29502,"Urocza mini figurka wzorowana na filmach Harry Potter. Figurka Hermiona Granger (Herbology) mierzy około 9 cm wysokości i pochodzi z popularnej serii figurek POP! od producenta Funko.
Figurki POP! charakteryzują się głównie swoją powiększoną głową. Pakowana jest w estetyczne pudełko z okienkiem.
Jest to z pewnością wspaniały drobny gadżet jako prezent dla wielbiciela danej tematyki, jak i również świetna pozycja dla kolekcjonerów tych uroczych mini figurek. W kolekcji figurek POP! można odnaleźć masę różnych postaci z filmów, gier i komiksów.","x_fk29502.jpg,",
313,1,Figurka Marvel Comics POP! - Groot (Lights & Ornaments),14,72.00,0,,,"Funko
",,"9
 cm",Groot,Guardians of the Galaxy,POP! Marvel,,"Pudełko z okienkiem
",,,Figurka POP!,FK33982,"Urocza mini figurka wzorowana na filmie Guardians of the Galaxy. Figurka Groot (w wersji świąteczne - Lights & Ornaments) mierzy około 9 cm wysokości i pochodzi z popularnej serii figurek POP! od producenta Funko.
Figurki POP! charakteryzują się głównie swoją wielką głową. Pakowane są w estetyczne pudełko z okienkiem.
Jest to z pewnością wspaniały drobny gadżet jako prezent dla wielbiciela danej tematyki, jak i również świetna pozycja dla kolekcjonerów tych uroczych mini figurek. W kolekcji figurek POP! można odnaleźć masę różnych postaci z filmów, gier i komiksów.","FUN33982.jpg,",
314,1,Figurka IT Chapter 2 POP! - Pennywise with Balloon,14,72.00,0,,,"Funko
",,"9
 cm",Pennywise,Horror,POP! Movies,"Vinyl
","Pudełko z okienkiem
","Brak
","Statyczna (brak punktów ruchu)
",Figurka POP!,FK40630,"Funko POP! Vinyl Pennywise with Balloon dla kolekcjonera i fana
Urocza mini figurka Pennywise with Balloon z kolekcji POP! Vinyl prosto od cenionego producenta Funko. Wzorowana jest bezpośrednio na filmie - To / IT Chapter 2 i wykonana została na pełnej licencji marki. Stanowi wspaniałą pozycję dla kolekcjonera, jak i fana znanych postaci z seriali.
Czy chcesz podarować fanowi doskonały prezent, czy też jesteś sam ogromnym POP maniakiem i masz ochotę rozbudować swoją kolekcję, oto figurka funko która z pewnością przypadnie do gustu każdemu. 
Cechy charakterystyczne Figurki Funko POP!
Funko to prawdziwy fenomen ostatnich lat, który szturmem podbił serca fanów na całym świecie. Stworzone przez pasjonatów i z myślą o każdym geeku popkultury, czy to tego łaknącego nowości czy też pasjonującego się retro produkcjami. Producent wyszedł z założenia by każdemu dostarczyć wysokiej jakości i w przystępnej cenie produkt kolekcjonerski który będzie mógł sobie postawić na półce. I tak właśnie powstały POPy.
Jest to bez wątpienia nie tylko świetna pozycja dla kolekcjonerów, ale także dla dzieci do zabawy, czy i dorosłej osoby która chciałaby mieć postać znaną z lat dzieciństwa. W kolekcji POP Vinyl odnajdziemy dosłownie setki pozycji, pochodzących z najróżniejszej tematyki. Od klasyki kina, przez nowe gry video, aż po gwiazdach muzyki skończywszy. Jednym słowem każdy tu znajdzie coś dla siebie.
Sama Figurka POP! charakteryzuje się wysokością około 9 cm, oraz jest statyczna, czyli nie posiada żadnych elementów ruchomych. Jedynie w tym przypadku główka jest obracana. A wspomniana głowa to właśnie jeden z głównych elementów którymi się charakteryzują tzw. POPy. Zawsze większe od ciała, niczym napompowane i posiadające równie wielkie oczy, co nadaje im ogromnego uroku. Być może dlatego tak wielu ludzi nie jest w stanie się im oprzeć.
Ona sama jest pakowana w bardzo gustowne tekturowe pudełeczko z okienkiem, dzięki czemu postać możemy trzymać zarówno wewnątrz, czy też na tle pudełka, a w każdym przypadku będzie się prezentować atrakcyjnie. Co więcej, producent niemal w każdej kolekcji wydaje kilka różnych postaci, dzięki czemu możemy sobie zebrać wspaniałą grupę bohaterów znanych z danego uniwersum. A następnie je dumnie prezentować na półce, czy też biurku.","889698406307_9a9r-yv.jpg,",
315,1,Figurka One Piece POP! - Roronoa Zoro,14,72.00,0,,,"Funko
",,"9
 cm",Roronoa Zoro,Anime / Manga,POP! Anime,,"Pudełko z okienkiem
",,"Statyczna (brak punktów ruchu)
",Figurka POP!,FK54462,"Funko POP! Vinyl Roronoa Zoro dla kolekcjonera i fana anime / mangi
Urocza mini figurka Roronoa Zoro z kolekcji POP! Vinyl prosto od cenionego producenta Funko. Wzorowana jest bezpośrednio na postaci z serii anime One Piece i wykonana została na pełnej licencji marki. Stanowi wspaniałą pozycję dla kolekcjonera, jak i fana produkcji.
Czy chcesz podarować fanowi doskonały prezent, czy też jesteś sam ogromnym POP maniakiem i masz ochotę rozbudować swoją kolekcję, oto figurka funko która z pewnością przypadnie do gustu każdemu. 
Cechy charakterystyczne Figurki Funko POP!
Funko to prawdziwy fenomen ostatnich lat, który szturmem podbił serca fanów na całym świecie. Stworzone przez pasjonatów i z myślą o każdym geeku popkultury, czy to tego łaknącego nowości czy też pasjonującego się retro produkcjami. Producent wyszedł z założenia by każdemu dostarczyć wysokiej jakości i w przystępnej cenie produkt kolekcjonerski który będzie mógł sobie postawić na półce. I tak właśnie powstały POPy.
Jest to bez wątpienia nie tylko świetna pozycja dla kolekcjonerów, ale także dla dzieci do zabawy, czy i dorosłej osoby która chciałaby mieć postać znaną z lat dzieciństwa. W kolekcji POP Vinyl odnajdziemy dosłownie setki pozycji, pochodzących z najróżniejszej tematyki. Od klasyki kina, przez nowe gry video, aż po gwiazdach muzyki skończywszy. Jednym słowem każdy tu znajdzie coś dla siebie.
Sama Figurka POP! charakteryzuje się wysokością około 9 cm, oraz jest statyczna, czyli nie posiada żadnych elementów ruchomych. Jedynie w tym przypadku główka jest obracana. A wspomniana głowa to właśnie jeden z głównych elementów którymi się charakteryzują tzw. POPy. Zawsze większe od ciała, niczym napompowane i posiadające równie wielkie oczy, co nadaje im ogromnego uroku. Być może dlatego tak wielu ludzi nie jest w stanie się im oprzeć.
Ona sama jest pakowana w bardzo gustowne tekturowe pudełeczko z okienkiem, dzięki czemu postać możemy trzymać zarówno wewnątrz, czy też na tle pudełka, a w każdym przypadku będzie się prezentować atrakcyjnie. Co więcej, producent niemal w każdej kolekcji wydaje kilka różnych postaci, dzięki czemu możemy sobie zebrać wspaniałą grupę bohaterów znanych z danego uniwersum. A następnie je dumnie prezentować na półce, czy też biurku.","img_205916_282c38910b7137d32c5c7c8c569a70b9_1.jpg,",
316,1,Figurka Demon Slayer: Kimetsu no Yaiba POP! - Nezuko Kamado,14,72.00,0,,,"Funko
",,"9
 cm",Nezuko Kamado,Anime / Manga,POP! Anime,"Vinyl
","Pudełko z okienkiem
","Brak
","Statyczna (brak punktów ruchu)
",Figurka POP!,889698490139,"Funko POP! Vinyl Nezuko Kamado dla kolekcjonera i fana
Urocza mini figurka Nezuko Kamado z kolekcji POP! Vinyl prosto od cenionego producenta Funko. Wzorowana jest bezpośrednio na postaci z serii anime Demon Slayer: Kimetsu no Yaiba i wykonana została na pełnej licencji marki. Stanowi wspaniałą pozycję dla kolekcjonera, jak i fana znanych postaci z filmów.
Czy chcesz podarować fanowi doskonały prezent, czy też jesteś sam ogromnym POP maniakiem i masz ochotę rozbudować swoją kolekcję, oto figurka funko która z pewnością przypadnie do gustu każdemu. 
Cechy charakterystyczne Figurki Funko POP!
Funko to prawdziwy fenomen ostatnich lat, który szturmem podbił serca fanów na całym świecie. Stworzone przez pasjonatów i z myślą o każdym geeku popkultury, czy to tego łaknącego nowości czy też pasjonującego się retro produkcjami. Producent wyszedł z założenia by każdemu dostarczyć wysokiej jakości i w przystępnej cenie produkt kolekcjonerski który będzie mógł sobie postawić na półce. I tak właśnie powstały POPy.
Jest to bez wątpienia nie tylko świetna pozycja dla kolekcjonerów, ale także dla dzieci do zabawy, czy i dorosłej osoby która chciałaby mieć postać znaną z lat dzieciństwa. W kolekcji POP Vinyl odnajdziemy dosłownie setki pozycji, pochodzących z najróżniejszej tematyki. Od klasyki kina, przez nowe gry video, aż po gwiazdach muzyki skończywszy. Jednym słowem każdy tu znajdzie coś dla siebie.
Sama Figurka POP! charakteryzuje się wysokością około 9 cm, oraz jest statyczna, czyli nie posiada żadnych elementów ruchomych. Jedynie w tym przypadku główka jest obracana. A wspomniana głowa to właśnie jeden z głównych elementów którymi się charakteryzują tzw. POPy. Zawsze większe od ciała, niczym napompowane i posiadające równie wielkie oczy, co nadaje im ogromnego uroku. Być może dlatego tak wielu ludzi nie jest w stanie się im oprzeć.
Ona sama jest pakowana w bardzo gustowne tekturowe pudełeczko z okienkiem, dzięki czemu postać możemy trzymać zarówno wewnątrz, czy też na tle pudełka, a w każdym przypadku będzie się prezentować atrakcyjnie. Co więcej, producent niemal w każdej kolekcji wydaje kilka różnych postaci, dzięki czemu możemy sobie zebrać wspaniałą grupę bohaterów znanych z danego uniwersum. A następnie je dumnie prezentować na półce, czy też biurku.","img_219441_97db3da3896737bf4bfd541d5ea95dd0_1.jpg,",
317,1,Figurka Jujutsu Kaisen POP! - Gojo,14,72.00,0,,,"Funko
",,"9
 cm",,Anime / Manga,POP! Anime,"Vinyl
","Pudełko z okienkiem
","Brak
","Statyczna (brak punktów ruchu)
",Figurka POP!,889698613576,"Funko POP! Vinyl Gojo dla kolekcjonera i fana anime
Urocza mini figurka Gojo z kolekcji POP! Vinyl prosto od cenionego producenta Funko. Wzorowana jest bezpośrednio na postaci z serii Jujutsu Kaisen i wykonana została na pełnej licencji marki. Stanowi wspaniałą pozycję dla kolekcjonera, jak i każdego fana anime czy mangi.
Czy chcesz podarować fanowi doskonały prezent, czy też jesteś sam ogromnym POP maniakiem i masz ochotę rozbudować swoją kolekcję, oto figurka funko która z pewnością przypadnie do gustu każdemu. 
Cechy charakterystyczne Figurki Funko POP!
Funko to prawdziwy fenomen ostatnich lat, który szturmem podbił serca fanów na całym świecie. Stworzone przez pasjonatów i z myślą o każdym geeku popkultury, czy to tego łaknącego nowości czy też pasjonującego się retro produkcjami. Producent wyszedł z założenia by każdemu dostarczyć wysokiej jakości i w przystępnej cenie produkt kolekcjonerski który będzie mógł sobie postawić na półce. I tak właśnie powstały POPy.
Jest to bez wątpienia nie tylko świetna pozycja dla kolekcjonerów, ale także dla dzieci do zabawy, czy i dorosłej osoby która chciałaby mieć postać znaną z lat dzieciństwa. W kolekcji POP Vinyl odnajdziemy dosłownie setki pozycji, pochodzących z najróżniejszej tematyki. Od klasyki kina, przez nowe gry video, aż po gwiazdach muzyki skończywszy. Jednym słowem każdy tu znajdzie coś dla siebie.
Sama Figurka POP! charakteryzuje się wysokością około 9 cm, oraz jest statyczna, czyli nie posiada żadnych elementów ruchomych. Jedynie w tym przypadku główka jest obracana. A wspomniana głowa to właśnie jeden z głównych elementów którymi się charakteryzują tzw. POPy. Zawsze większe od ciała, niczym napompowane i posiadające równie wielkie oczy, co nadaje im ogromnego uroku. Być może dlatego tak wielu ludzi nie jest w stanie się im oprzeć.
Ona sama jest pakowana w bardzo gustowne tekturowe pudełeczko z okienkiem, dzięki czemu postać możemy trzymać zarówno wewnątrz, czy też na tle pudełka, a w każdym przypadku będzie się prezentować atrakcyjnie. Co więcej, producent niemal w każdej kolekcji wydaje kilka różnych postaci, dzięki czemu możemy sobie zebrać wspaniałą grupę bohaterów znanych z danego uniwersum. A następnie je dumnie prezentować na półce, czy też biurku.","x_fk61357.jpg,",
